ATCCode,Name,ATC_length,upperBound
M02AA08,felbinac,7,3689
M02AA09,bufexamac,7,3690
M02AA10,ketoprofen,7,3691
M02AA11,bendazac,7,3692
M02AA12,naproxen,7,3693
M02AA13,ibuprofen,7,3694
M02AA14,fentiazac,7,3695
M02AA15,diclofenac,7,3696
M02AA16,feprazone,7,3697
M02AA17,niflumic acid,7,3698
M02AA18,meclofenamic acid,7,3699
M02AA19,flurbiprofen,7,3700
M02AA21,tolmetin,7,3701
M02AA22,suxibuzone,7,3702
M02AA23,indometacin,7,3703
M02AA24,nifenazone,7,3704
M02AA25,aceclofenac,7,3705
M02AA26,nimesulide,7,3706
M02AB,capsaicin and similar agents,5,3709
M02AB01,capsaicin,7,3708
M02AB02,zucapsaicin,7,3709
M02AC,preparations with salicylic acid derivatives,5,3710
M02AX,other topical products for joint and muscular pain,5,3716
M02AX02,tolazoline,7,3712
M02AX03,dimethyl sulfoxide,7,3713
M02AX05,idrocilamide,7,3714
M02AX06,tolperisone,7,3715
M02AX10,various,7,3716
M03,muscle relaxants,3,3775
M03A,muscle relaxants peripherally acting agents,4,3738
M03AA,curare alkaloids,5,3722
M03AA01,alcuronium,7,3720
M03AA02,tubocurarine,7,3721
M03AA04,dimethyltubocurarine,7,3722
M03AB,choline derivatives,5,3724
M03AB01,suxamethonium,7,3724
M03AC,other quaternary ammonium compounds,5,3736
M03AC01,pancuronium,7,3726
M03AC02,gallamine,7,3727
M03AC03,vecuronium,7,3728
M03AC04,atracurium,7,3729
M03AC05,hexafluronium,7,3730
M03AC06,pipecuronium bromide,7,3731
M03AC07,doxacurium chloride,7,3732
M03AC08,fazadinium bromide,7,3733
M03AC09,rocuronium bromide,7,3734
M03AC10,mivacurium chloride,7,3735
M03AC11,cisatracurium,7,3736
M03AX,other muscle relaxants peripherally acting agents,5,3738
M03AX01,botulinum toxin,7,3738
M03B,muscle relaxants centrally acting agents,4,3772
M03BA,carbamic acid esters,5,3751
M03BA01,phenprobamate,7,3741
M03BA02,carisoprodol,7,3742
M03BA03,methocarbamol,7,3743
M03BA04,styramate,7,3744
M03BA05,febarbamate,7,3745
M03BA51,phenprobamate combinations excl psycholeptics,7,3746
M03BA52,carisoprodol combinations excl psycholeptics,7,3747
M03BA53,methocarbamol combinations excl psycholeptics,7,3748
M03BA71,phenprobamate combinations with psycholeptics,7,3749
M03BA72,carisoprodol combinations with psycholeptics,7,3750
M03BA73,methocarbamol combinations with psycholeptics,7,3751
M03BB,oxazol thiazine and triazine derivatives,5,3758
M03BB02,chlormezanone,7,3753
M03BB03,chlorzoxazone,7,3754
M03BB52,chlormezanone combinations excl psycholeptics,7,3755
M03BB53,chlorzoxazone combinations excl psycholeptics,7,3756
M03BB72,chlormezanone combinations with psycholeptics,7,3757
M03BB73,chlorzoxazone combinations with psycholeptics,7,3758
M03BC,ethers chemically close to antihistamines,5,3761
M03BC01,orphenadrine citrate,7,3760
M03BC51,orphenadrine combinations,7,3761
M03BX,other centrally acting agents,5,3772
M03BX01,baclofen,7,3763
M03BX02,tizanidine,7,3764
M03BX03,pridinol,7,3765
M03BX04,tolperisone,7,3766
M03BX05,thiocolchicoside,7,3767
M03BX06,mephenesin,7,3768
M03BX07,tetrazepam,7,3769
M03BX08,cyclobenzaprine,7,3770
M03BX09,eperisone,7,3771
M03BX30,fenyramidol,7,3772
M03C,muscle relaxants directly acting agents,4,3775
M03CA,dantrolene and derivatives,5,3775
M03CA01,dantrolene,7,3775
M04,antigout preparations,3,3793
M04A,antigout preparations,4,3793
M04AA,preparations inhibiting uric acid production,5,3782
M04AA01,allopurinol,7,3779
M04AA02,tisopurine,7,3780
M04AA03,febuxostat,7,3781
M04AA51,allopurinol combinations,7,3782
M04AB,preparations increasing uric acid excretion,5,3787
M04AB01,probenecid,7,3784
M04AB02,sulfinpyrazone,7,3785
M04AB03,benzbromarone,7,3786
M04AB04,isobromindione,7,3787
M04AC,preparations with no effect on uric acid metabolism,5,3790
M04AC01,colchicine,7,3789
M04AC02,cinchophen,7,3790
M04AX,other antigout preparations,5,3793
M04AX01,urate oxidase,7,3792
M04AX02,pegloticase,7,3793
M05,drugs for treatment of bone diseases,3,3820
M05B,drugs affecting bone structure and mineralization,4,3820
M05BA,bisphosphonates,5,3804
M05BA01,etidronic acid,7,3797
M05BA02,clodronic acid,7,3798
M05BA03,pamidronic acid,7,3799
M05BA04,alendronic acid,7,3800
M05BA05,tiludronic acid,7,3801
M05BA06,ibandronic acid,7,3802
M05BA07,risedronic acid,7,3803
M05BA08,zoledronic acid,7,3804
M05BB,bisphosphonates combinations,5,3811
M05BB01,etidronic acid and calcium sequential,7,3806
M05BB02,risedronic acid and calcium sequential,7,3807
M05BB03,alendronic acid and colecalciferol,7,3808
M05BB04,risedronic acid calcium and colecalciferol sequential,7,3809
M05BB05,alendronic acid calcium and colecalciferol sequential,7,3810
M05BB06,alendronic acid and alfacalcidol sequential,7,3811
M05BC,bone morphogenetic proteins,5,3814
M05BC01,dibotermin alfa,7,3813
M05BC02,eptotermin alfa,7,3814
M05BX,other drugs affecting bone structure and mineralization,5,3820
M05BX01,ipriflavone,7,3816
M05BX02,aluminium chlorohydrate,7,3817
M05BX03,strontium ranelate,7,3818
M05BX04,denosumab,7,3819
M05BX53,strontium ranelate and colecalciferol,7,3820
M09,other drugs for disorders of the musculoskeletal system,3,3832
M09A,other drugs for disorders of the musculoskeletal system,4,3832
M09AA,quinine and derivatives,5,3825
M09AA01,hydroquinine,7,3824
M09AA72,quinine combinations with psycholeptics,7,3825
M09AB,enzymes,5,3829
M09AB01,chymopapain,7,3827
M09AB02,collagenase clostridium histolyticum,7,3828
M09AB52,trypsin combinations,7,3829
M09AX,other drugs for disorders of the musculoskeletal system,5,3832
M09AX01,hyaluronic acid,7,3831
M09AX02,chondrocytes autologous,7,3832
N,nervous system,1,4518
N01,anesthetics,3,3904
N01A,anesthetics general,4,3871
N01AA,ethers,5,3838
N01AA01,diethyl ether,7,3837
N01AA02,vinyl ether,7,3838
N01AB,halogenated hydrocarbons,5,3846
N01AB01,halothane,7,3840
N01AB02,chloroform,7,3841
N01AB04,enflurane,7,3842
N01AB05,trichloroethylene,7,3843
N01AB06,isoflurane,7,3844
N01AB07,desflurane,7,3845
N01AB08,sevoflurane,7,3846
N01AF,barbiturates plain,5,3850
N01AF01,methohexital,7,3848
N01AF02,hexobarbital,7,3849
N01AF03,thiopental,7,3850
N01AG,barbiturates in combination with other drugs,5,3852
N01AG01,narcobarbital,7,3852
N01AH,opioid anesthetics,5,3860
N01AH01,fentanyl,7,3854
N01AH02,alfentanil,7,3855
N01AH03,sufentanil,7,3856
N01AH04,phenoperidine,7,3857
N01AH05,anileridine,7,3858
N01AH06,remifentanil,7,3859
N01AH51,fentanyl combinations,7,3860
N01AX,other general anesthetics,5,3871
N01AX03,ketamine,7,3862
N01AX04,propanidid,7,3863
N01AX05,alfaxalone,7,3864
N01AX07,etomidate,7,3865
N01AX10,propofol,7,3866
N01AX11,sodium oxybate,7,3867
N01AX13,nitrous oxide,7,3868
N01AX14,esketamine,7,3869
N01AX15,xenon,7,3870
N01AX63,nitrous oxide combinations,7,3871
N01B,anesthetics local,4,3904
N01BA,esters of aminobenzoic acid,5,3879
N01BA01,metabutethamine,7,3874
N01BA02,procaine,7,3875
N01BA03,tetracaine,7,3876
N01BA04,chloroprocaine,7,3877
N01BA05,benzocaine,7,3878
N01BA52,procaine combinations,7,3879
N01BB,amides,5,3897
N01BB01,bupivacaine,7,3881
N01BB02,lidocaine,7,3882
N01BB03,mepivacaine,7,3883
N01BB04,prilocaine,7,3884
N01BB05,butanilicaine,7,3885
N01BB06,cinchocaine,7,3886
N01BB07,etidocaine,7,3887
N01BB08,articaine,7,3888
N01BB09,ropivacaine,7,3889
N01BB10,levobupivacaine,7,3890
N01BB20,combinations,7,3891
N01BB51,bupivacaine combinations,7,3892
N01BB52,lidocaine combinations,7,3893
N01BB53,mepivacaine combinations,7,3894
N01BB54,prilocaine combinations,7,3895
N01BB57,etidocaine combinations,7,3896
N01BB58,articaine combinations,7,3897
N01BC,esters of benzoic acid,5,3899
N01BC01,cocaine,7,3899
N01BX,other local anesthetics,5,3904
N01BX01,ethyl chloride,7,3901
N01BX02,dyclonine,7,3902
N01BX03,phenol,7,3903
N01BX04,capsaicin,7,3904
N02,analgesics,3,4039
N02A,opioids,4,3953
N02AA,natural opium alkaloids,5,3919
N02AA01,morphine,7,3908
N02AA02,opium,7,3909
N02AA03,hydromorphone,7,3910
N02AA04,nicomorphine,7,3911
N02AA05,oxycodone,7,3912
N02AA08,dihydrocodeine,7,3913
N02AA10,papaveretum,7,3914
N02AA51,morphine combinations,7,3915
N02AA55,oxycodone combinations,7,3916
N02AA58,dihydrocodeine combinations,7,3917
N02AA59,codeine combinations excl psycholeptics,7,3918
N02AA79,codeine combinations with psycholeptics,7,3919
N02AB,phenylpiperidine derivatives,5,3925
N02AB01,ketobemidone,7,3921
N02AB02,pethidine,7,3922
N02AB03,fentanyl,7,3923
N02AB52,pethidine combinations excl psycholeptics,7,3924
N02AB72,pethidine combinations with psycholeptics,7,3925
N02AC,diphenylpropylamine derivatives,5,3933
N02AC01,dextromoramide,7,3927
N02AC03,piritramide,7,3928
N02AC04,dextropropoxyphene,7,3929
N02AC05,bezitramide,7,3930
N02AC52,methadone combinations excl psycholeptics,7,3931
N02AC54,dextropropoxyphene combinations excl psycholeptics,7,3932
N02AC74,dextropropoxyphene combinations with psycholeptics,7,3933
N02AD,benzomorphan derivatives,5,3936
N02AD01,pentazocine,7,3935
N02AD02,phenazocine,7,3936
N02AE,oripavine derivatives,5,3938
N02AE01,buprenorphine,7,3938
N02AF,morphinan derivatives,5,3941
N02AF01,butorphanol,7,3940
N02AF02,nalbuphine,7,3941
N02AG,opioids in combination with antispasmodics,5,3946
N02AG01,morphine and antispasmodics,7,3943
N02AG02,ketobemidone and antispasmodics,7,3944
N02AG03,pethidine and antispasmodics,7,3945
N02AG04,hydromorphone and antispasmodics,7,3946
N02AX,other opioids,5,3953
N02AX01,tilidine,7,3948
N02AX02,tramadol,7,3949
N02AX03,dezocine,7,3950
N02AX05,meptazinol,7,3951
N02AX06,tapentadol,7,3952
N02AX52,tramadol combinations,7,3953
N02B,other analgesics and antipyretics,4,4014
N02BA,salicylic acid and derivatives,5,3979
N02BA01,acetylsalicylic acid,7,3956
N02BA02,aloxiprin,7,3957
N02BA03,choline salicylate,7,3958
N02BA04,sodium salicylate,7,3959
N02BA05,salicylamide,7,3960
N02BA06,salsalate,7,3961
N02BA07,ethenzamide,7,3962
N02BA08,morpholine salicylate,7,3963
N02BA09,dipyrocetyl,7,3964
N02BA10,benorilate,7,3965
N02BA11,diflunisal,7,3966
N02BA12,potassium salicylate,7,3967
N02BA14,guacetisal,7,3968
N02BA15,carbasalate calcium,7,3969
N02BA16,imidazole salicylate,7,3970
N02BA51,acetylsalicylic acid combinations excl psycholeptics,7,3971
N02BA55,salicylamide combinations excl psycholeptics,7,3972
N02BA57,ethenzamide combinations excl psycholeptics,7,3973
N02BA59,dipyrocetyl combinations excl psycholeptics,7,3974
N02BA65,carbasalate calcium combinations excl psycholeptics,7,3975
N02BA71,acetylsalicylic acid combinations with psycholeptics,7,3976
N02BA75,salicylamide combinations with psycholeptics,7,3977
N02BA77,ethenzamide combinations with psycholeptics,7,3978
N02BA79,dipyrocetyl combinations with psycholeptics,7,3979
N02BB,pyrazolones,5,3993
N02BB01,phenazone,7,3981
N02BB02,metamizole sodium,7,3982
N02BB03,aminophenazone,7,3983
N02BB04,propyphenazone,7,3984
N02BB05,nifenazone,7,3985
N02BB51,phenazone combinations excl psycholeptics,7,3986
N02BB52,metamizole sodium combinations excl psycholeptics,7,3987
N02BB53,aminophenazone combinations excl psycholeptics,7,3988
N02BB54,propyphenazone combinations excl psycholeptics,7,3989
N02BB71,phenazone combinations with psycholeptics,7,3990
N02BB72,metamizole sodium combinations with psycholeptics,7,3991
N02BB73,aminophenazone combinations with psycholeptics,7,3992
N02BB74,propyphenazone combinations with psycholeptics,7,3993
N02BE,anilides,5,4004
N02BE01,paracetamol,7,3995
N02BE03,phenacetin,7,3996
N02BE04,bucetin,7,3997
N02BE05,propacetamol,7,3998
N02BE51,paracetamol combinations excl psycholeptics,7,3999
N02BE53,phenacetin combinations excl psycholeptics,7,4000
N02BE54,bucetin combinations excl psycholeptics,7,4001
N02BE71,paracetamol combinations with psycholeptics,7,4002
N02BE73,phenacetin combinations with psycholeptics,7,4003
N02BE74,bucetin combinations with psycholeptics,7,4004
N02BG,other analgesics and antipyretics,5,4014
N02BG02,rimazolium,7,4006
N02BG03,glafenine,7,4007
N02BG04,floctafenine,7,4008
N02BG05,viminol,7,4009
N02BG06,nefopam,7,4010
N02BG07,flupirtine,7,4011
N02BG08,ziconotide,7,4012
N02BG09,methoxyflurane,7,4013
N02BG10,cannabinoids,7,4014
N02C,antimigraine preparations,4,4039
N02CA,ergot alkaloids,5,4023
N02CA01,dihydroergotamine,7,4017
N02CA02,ergotamine,7,4018
N02CA04,methysergide,7,4019
N02CA07,lisuride,7,4020
N02CA51,dihydroergotamine combinations,7,4021
N02CA52,ergotamine combinations excl psycholeptics,7,4022
N02CA72,ergotamine combinations with psycholeptics,7,4023
N02CB,corticosteroid derivatives,5,4025
N02CB01,flumedroxone,7,4025
N02CC,selective serotonin 5ht1 agonists,5,4033
N02CC01,sumatriptan,7,4027
N02CC02,naratriptan,7,4028
N02CC03,zolmitriptan,7,4029
N02CC04,rizatriptan,7,4030
N02CC05,almotriptan,7,4031
N02CC06,eletriptan,7,4032
N02CC07,frovatriptan,7,4033
N02CX,other antimigraine preparations,5,4039
N02CX01,pizotifen,7,4035
N02CX02,clonidine,7,4036
N02CX03,iprazochrome,7,4037
N02CX05,dimetotiazine,7,4038
N02CX06,oxetorone,7,4039
N03,antiepileptics,3,4095
N03A,antiepileptics,4,4095
N03AA,barbiturates and derivatives,5,4047
N03AA01,methylphenobarbital,7,4043
N03AA02,phenobarbital,7,4044
N03AA03,primidone,7,4045
N03AA04,barbexaclone,7,4046
N03AA30,metharbital,7,4047
N03AB,hydantoin derivatives,5,4055
N03AB01,ethotoin,7,4049
N03AB02,phenytoin,7,4050
N03AB03,aminodiphenylhydantoin valeric acid,7,4051
N03AB04,mephenytoin,7,4052
N03AB05,fosphenytoin,7,4053
N03AB52,phenytoin combinations,7,4054
N03AB54,mephenytoin combinations,7,4055
N03AC,oxazolidine derivatives,5,4059
N03AC01,paramethadione,7,4057
N03AC02,trimethadione,7,4058
N03AC03,ethadione,7,4059
N03AD,succinimide derivatives,5,4064
N03AD01,ethosuximide,7,4061
N03AD02,phensuximide,7,4062
N03AD03,mesuximide,7,4063
N03AD51,ethosuximide combinations,7,4064
N03AE,benzodiazepine derivatives,5,4066
N03AE01,clonazepam,7,4066
N03AF,carboxamide derivatives,5,4071
N03AF01,carbamazepine,7,4068
N03AF02,oxcarbazepine,7,4069
N03AF03,rufinamide,7,4070
N03AF04,eslicarbazepine,7,4071
N03AG,fatty acid derivatives,5,4078
N03AG01,valproic acid,7,4073
N03AG02,valpromide,7,4074
N03AG03,aminobutyric acid,7,4075
N03AG04,vigabatrin,7,4076
N03AG05,progabide,7,4077
N03AG06,tiagabine,7,4078
N03AX,other antiepileptics,5,4095
N03AX03,sultiame,7,4080
N03AX07,phenacemide,7,4081
N03AX09,lamotrigine,7,4082
N03AX10,felbamate,7,4083
N03AX11,topiramate,7,4084
N03AX12,gabapentin,7,4085
N03AX13,pheneturide,7,4086
N03AX14,levetiracetam,7,4087
N03AX15,zonisamide,7,4088
N03AX16,pregabalin,7,4089
N03AX17,stiripentol,7,4090
N03AX18,lacosamide,7,4091
N03AX19,carisbamate,7,4092
N03AX21,retigabine,7,4093
N03AX22,perampanel,7,4094
N03AX30,beclamide,7,4095
N04,antiparkinson drugs,3,4141
N04A,anticholinergic agents,4,4114
N04AA,tertiary amines,5,4108
N04AA01,trihexyphenidyl,7,4099
N04AA02,biperiden,7,4100
N04AA03,metixene,7,4101
N04AA04,procyclidine,7,4102
N04AA05,profenamine,7,4103
N04AA08,dexetimide,7,4104
N04AA09,phenglutarimide,7,4105
N04AA10,mazaticol,7,4106
N04AA11,bornaprine,7,4107
N04AA12,tropatepine,7,4108
N04AB,ethers chemically close to antihistamines,5,4111
N04AB01,etanautine,7,4110
N04AB02,orphenadrine chloride,7,4111
N04AC,ethers of tropine or tropine derivatives,5,4114
N04AC01,benzatropine,7,4113
N04AC30,etybenzatropine,7,4114
N04B,dopaminergic agents,4,4141
N04BA,dopa and dopa derivatives,5,4122
N04BA01,levodopa,7,4117
N04BA02,levodopa and decarboxylase inhibitor,7,4118
N04BA03,levodopa decarboxylase inhibitor and comt inhibitor,7,4119
N04BA04,melevodopa,7,4120
N04BA05,melevodopa and decarboxylase inhibitor,7,4121
N04BA06,etilevodopa and decarboxylase inhibitor,7,4122
N04BB,adamantane derivatives,5,4124
N04BB01,amantadine,7,4124
N04BC,dopamine agonists,5,4134
N04BC01,bromocriptine,7,4126
N04BC02,pergolide,7,4127
N04BC03,dihydroergocryptine mesylate,7,4128
N04BC04,ropinirole,7,4129
N04BC05,pramipexole,7,4130
N04BC06,cabergoline,7,4131
N04BC07,apomorphine,7,4132
N04BC08,piribedil,7,4133
N04BC09,rotigotine,7,4134
N04BD,monoamine oxidase b inhibitors,5,4137
N04BD01,selegiline,7,4136
N04BD02,rasagiline,7,4137
N04BX,other dopaminergic agents,5,4141
N04BX01,tolcapone,7,4139
N04BX02,entacapone,7,4140
N04BX03,budipine,7,4141
N05,psycholeptics,3,4339
N05A,antipsychotics,4,4218
N05AA,phenothiazines with aliphatic sidechain,5,4151
N05AA01,chlorpromazine,7,4145
N05AA02,levomepromazine,7,4146
N05AA03,promazine,7,4147
N05AA04,acepromazine,7,4148
N05AA05,triflupromazine,7,4149
N05AA06,cyamemazine,7,4150
N05AA07,chlorproethazine,7,4151
N05AB,phenothiazines with piperazine structure,5,4162
N05AB01,dixyrazine,7,4153
N05AB02,fluphenazine,7,4154
N05AB03,perphenazine,7,4155
N05AB04,prochlorperazine,7,4156
N05AB05,thiopropazate,7,4157
N05AB06,trifluoperazine,7,4158
N05AB07,acetophenazine,7,4159
N05AB08,thioproperazine,7,4160
N05AB09,butaperazine,7,4161
N05AB10,perazine,7,4162
N05AC,phenothiazines with piperidine structure,5,4167
N05AC01,periciazine,7,4164
N05AC02,thioridazine,7,4165
N05AC03,mesoridazine,7,4166
N05AC04,pipotiazine,7,4167
N05AD,butyrophenone derivatives,5,4177
N05AD01,haloperidol,7,4169
N05AD02,trifluperidol,7,4170
N05AD03,melperone,7,4171
N05AD04,moperone,7,4172
N05AD05,pipamperone,7,4173
N05AD06,bromperidol,7,4174
N05AD07,benperidol,7,4175
N05AD08,droperidol,7,4176
N05AD09,fluanisone,7,4177
N05AE,indole derivatives,5,4183
N05AE01,oxypertine,7,4179
N05AE02,molindone,7,4180
N05AE03,sertindole,7,4181
N05AE04,ziprasidone,7,4182
N05AE05,lurasidone,7,4183
N05AF,thioxanthene derivatives,5,4189
N05AF01,flupentixol,7,4185
N05AF02,clopenthixol,7,4186
N05AF03,chlorprothixene,7,4187
N05AF04,tiotixene,7,4188
N05AF05,zuclopenthixol,7,4189
N05AG,diphenylbutylpiperidine derivatives,5,4193
N05AG01,fluspirilene,7,4191
N05AG02,pimozide,7,4192
N05AG03,penfluridol,7,4193
N05AH,diazepines oxazepines thiazepines and oxepines,5,4200
N05AH01,loxapine,7,4195
N05AH02,clozapine,7,4196
N05AH03,olanzapine,7,4197
N05AH04,quetiapine,7,4198
N05AH05,asenapine,7,4199
N05AH06,clotiapine,7,4200
N05AL,benzamides,5,4208
N05AL01,sulpiride,7,4202
N05AL02,sultopride,7,4203
N05AL03,tiapride,7,4204
N05AL04,remoxipride,7,4205
N05AL05,amisulpride,7,4206
N05AL06,veralipride,7,4207
N05AL07,levosulpiride,7,4208
N05AN,lithium,5,4210
N05AN01,lithium,7,4210
N05AX,other antipsychotics,5,4218
N05AX07,prothipendyl,7,4212
N05AX08,risperidone,7,4213
N05AX10,mosapramine,7,4214
N05AX11,zotepine,7,4215
N05AX12,aripiprazole,7,4216
N05AX13,paliperidone,7,4217
N05AX14,iloperidone,7,4218
N05B,anxiolytics,4,4260
N05BA,benzodiazepine derivatives,5,4243
N05BA01,diazepam,7,4221
N05BA02,chlordiazepoxide,7,4222
N05BA03,medazepam,7,4223
N05BA04,oxazepam,7,4224
N05BA05,potassium clorazepate,7,4225
N05BA06,lorazepam,7,4226
N05BA07,adinazolam,7,4227
N05BA08,bromazepam,7,4228
N05BA09,clobazam,7,4229
N05BA10,ketazolam,7,4230
N05BA11,prazepam,7,4231
N05BA12,alprazolam,7,4232
N05BA13,halazepam,7,4233
N05BA14,pinazepam,7,4234
N05BA15,camazepam,7,4235
N05BA16,nordazepam,7,4236
N05BA17,fludiazepam,7,4237
N05BA18,ethyl loflazepate,7,4238
N05BA19,etizolam,7,4239
N05BA21,clotiazepam,7,4240
N05BA22,cloxazolam,7,4241
N05BA23,tofisopam,7,4242
N05BA56,lorazepam combinations,7,4243
N05BB,diphenylmethane derivatives,5,4247
N05BB01,hydroxyzine,7,4245
N05BB02,captodiame,7,4246
N05BB51,hydroxyzine combinations,7,4247
N05BC,carbamates,5,4252
N05BC01,meprobamate,7,4249
N05BC03,emylcamate,7,4250
N05BC04,mebutamate,7,4251
N05BC51,meprobamate combinations,7,4252
N05BD,dibenzobicyclooctadiene derivatives,5,4254
N05BD01,benzoctamine,7,4254
N05BE,azaspirodecanedione derivatives,5,4256
N05BE01,buspirone,7,4256
N05BX,other anxiolytics,5,4260
N05BX01,mephenoxalone,7,4258
N05BX02,gedocarnil,7,4259
N05BX03,etifoxine,7,4260
N05C,hypnotics and sedatives,4,4339
N05CA,barbiturates plain,5,4280
N05CA01,pentobarbital,7,4263
N05CA02,amobarbital,7,4264
N05CA03,butobarbital,7,4265
N05CA04,barbital,7,4266
N05CA05,aprobarbital,7,4267
N05CA06,secobarbital,7,4268
N05CA07,talbutal,7,4269
N05CA08,vinylbital,7,4270
N05CA09,vinbarbital,7,4271
N05CA10,cyclobarbital,7,4272
N05CA11,heptabarbital,7,4273
N05CA12,reposal,7,4274
N05CA15,methohexital,7,4275
N05CA16,hexobarbital,7,4276
N05CA19,thiopental,7,4277
N05CA20,etallobarbital,7,4278
N05CA21,allobarbital,7,4279
N05CA22,proxibarbal,7,4280
N05CB,barbiturates combinations,5,4283
N05CB01,combinations of barbiturates,7,4282
N05CB02,barbiturates in combination with other drugs,7,4283
N05CC,aldehydes and derivatives,5,4289
N05CC01,chloral hydrate,7,4285
N05CC02,chloralodol,7,4286
N05CC03,acetylglycinamide chloral hydrate,7,4287
N05CC04,dichloralphenazone,7,4288
N05CC05,paraldehyde,7,4289
N05CD,benzodiazepine derivatives,5,4303
N05CD01,flurazepam,7,4291
N05CD02,nitrazepam,7,4292
N05CD03,flunitrazepam,7,4293
N05CD04,estazolam,7,4294
N05CD05,triazolam,7,4295
N05CD06,lormetazepam,7,4296
N05CD07,temazepam,7,4297
N05CD08,midazolam,7,4298
N05CD09,brotizolam,7,4299
N05CD10,quazepam,7,4300
N05CD11,loprazolam,7,4301
N05CD12,doxefazepam,7,4302
N05CD13,cinolazepam,7,4303
N05CE,piperidinedione derivatives,5,4307
N05CE01,glutethimide,7,4305
N05CE02,methyprylon,7,4306
N05CE03,pyrithyldione,7,4307
N05CF,benzodiazepine related drugs,5,4312
N05CF01,zopiclone,7,4309
N05CF02,zolpidem,7,4310
N05CF03,zaleplon,7,4311
N05CF04,eszopiclone,7,4312
N05CH,melatonin receptor agonists,5,4315
N05CH01,melatonin,7,4314
